Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average
Malawi,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.2%,38.80%
Malawi,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,57.7%,38.80%
Malawi,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,81.1%,38.80%
Malawi,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,38.80%
Malawi,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,38.80%
Malawi,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,38.80%
Malawi,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,38.80%
Malawi,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,38.80%
Malawi,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,38.80%
Malawi,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,79.1%,38.80%
Malawi,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,38.80%
Malaysia,South-eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,87.5%,53.90%
Malaysia,South-eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,43.6%,53.90%
Malaysia,South-eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,53.90%
Malaysia,South-eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,78.6%,53.90%
Malaysia,South-eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.90%
Malaysia,South-eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,44.7%,53.90%
Malaysia,South-eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,70.9%,53.90%
Malaysia,South-eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,53.90%
Malaysia,South-eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,41.7%,53.90%
Malaysia,South-eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,52.2%,53.90%
Malaysia,South-eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,68.8%,53.90%
Malaysia,South-eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,55.8%,53.90%
Malaysia,South-eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,94%,53.90%
Malaysia,South-eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,53.90%
Maldives,Southern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,74.2%,53.30%
Maldives,Southern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,44.1%,53.30%
Maldives,Southern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,17.5%,53.30%
Maldives,Southern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,53.30%
Maldives,Southern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.30%
Maldives,Southern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,65%,53.30%
Maldives,Southern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,53.30%
Maldives,Southern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,65.9%,53.30%
Maldives,Southern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,49%,53.30%
Maldives,Southern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,51.8%,53.30%
Maldives,Southern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,56.3%,53.30%
Maldives,Southern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,50.9%,53.30%
Maldives,Southern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.2%,53.30%
Maldives,Southern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,87.1%,53.30%
Mali,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,28.3%,28.70%
Mali,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,54%,28.70%
Mali,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,30.3%,28.70%
Mali,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,44.7%,28.70%
Mali,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,30.8%,28.70%
Mali,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,26%,28.70%
Mali,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.70%
Mali,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,17.5%,28.70%
Mali,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,21%,28.70%
Mali,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,37.6%,28.70%
Mali,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,28.70%
Mali,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,17.2%,28.70%
Mali,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,57.9%,28.70%
Mali,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,11.4%,28.70%
Malta,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,95.3%,40.60%
Malta,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,67.6%,40.60%
Malta,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,40.60%
Malta,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,48.7%,40.60%
Malta,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,40.60%
Malta,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,100%,40.60%
Malta,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,40.60%
Malta,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,40.60%
Malta,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,40.60%
Malta,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,40.60%
Malta,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,40.60%
Malta,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,40.60%
Malta,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.5%,40.60%
